id,original_id,category,dataset,image_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate,split
high_quality_00853,14416,high_quality,cubicasa5k,data/processed/images/high_quality_00853_14416.png,../data/cubicasa5k/high_quality/14416/F1_original.png,Contemporary compact 2-room apartment,512,512,609,708,0.8601694915254238,200,2,,False,False,1,contemporary,284,train
high_quality_00855,12940,high_quality,cubicasa5k,data/processed/images/high_quality_00855_12940.png,../data/cubicasa5k/high_quality/12940/F1_original.png,Traditional compact 2-room apartment,512,512,2338,1700,1.3752941176470588,1614,2,,False,False,1,traditional,386,train
high_quality_00857,7729,high_quality,cubicasa5k,data/processed/images/high_quality_00857_7729.png,../data/cubicasa5k/high_quality/7729/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,2480,3507,0.7071571143427431,3806,2,,False,True,1,contemporary,296,train
high_quality_00858,14623,high_quality,cubicasa5k,data/processed/images/high_quality_00858_14623.png,../data/cubicasa5k/high_quality/14623/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,1203,801,1.50187265917603,242,2,,False,True,1,contemporary,276,train
high_quality_00860,7523,high_quality,cubicasa5k,data/processed/images/high_quality_00860_7523.png,../data/cubicasa5k/high_quality/7523/F1_original.png,Modern compact 2-room apartment with garage,512,512,630,470,1.3404255319148937,97,2,,False,True,1,modern,324,train
high_quality_00861,1082,high_quality,cubicasa5k,data/processed/images/high_quality_00861_1082.png,../data/cubicasa5k/high_quality/1082/F1_original.png,Traditional 4-room apartment,512,512,1035,459,2.2549019607843137,225,4,,False,False,1,traditional,512,train
high_quality_00864,1412,high_quality,cubicasa5k,data/processed/images/high_quality_00864_1412.png,../data/cubicasa5k/high_quality/1412/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,470,540,0.8703703703703703,98,2,,False,True,1,contemporary,328,train
high_quality_00866,14278,high_quality,cubicasa5k,data/processed/images/high_quality_00866_14278.png,../data/cubicasa5k/high_quality/14278/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,557,699,0.7968526466380543,110,2,,True,False,1,contemporary,354,train
high_quality_00868,11538,high_quality,cubicasa5k,data/processed/images/high_quality_00868_11538.png,../data/cubicasa5k/high_quality/11538/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,1132,765,1.4797385620915031,339,2,,True,True,1,traditional,326,train
high_quality_00872,929,high_quality,cubicasa5k,data/processed/images/high_quality_00872_929.png,../data/cubicasa5k/high_quality/929/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,582,721,0.8072122052704577,83,2,,True,True,1,modern,350,train
high_quality_00873,6608,high_quality,cubicasa5k,data/processed/images/high_quality_00873_6608.png,../data/cubicasa5k/high_quality/6608/F1_original.png,Traditional compact 2-room apartment,512,512,1096,1184,0.9256756756756755,464,2,,False,False,1,traditional,288,train
high_quality_00876,3141,high_quality,cubicasa5k,data/processed/images/high_quality_00876_3141.png,../data/cubicasa5k/high_quality/3141/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,546,624,0.875,96,2,,True,True,1,modern,278,train
high_quality_00877,10241,high_quality,cubicasa5k,data/processed/images/high_quality_00877_10241.png,../data/cubicasa5k/high_quality/10241/F1_original.png,Contemporary 4-room apartment,512,512,788,915,0.8612021857923498,301,4,,False,False,1,contemporary,628,train
high_quality_00878,5084,high_quality,cubicasa5k,data/processed/images/high_quality_00878_5084.png,../data/cubicasa5k/high_quality/5084/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,563,743,0.7577388963660835,222,2,,True,True,1,traditional,290,train
high_quality_00879,77,high_quality,cubicasa5k,data/processed/images/high_quality_00879_77.png,../data/cubicasa5k/high_quality/77/F1_original.png,Modern compact 2-room apartment,512,512,1486,768,1.9348958333333333,613,2,,False,False,1,modern,314,train
high_quality_00880,8562,high_quality,cubicasa5k,data/processed/images/high_quality_00880_8562.png,../data/cubicasa5k/high_quality/8562/F1_original.png,Traditional compact 2-room apartment,512,512,356,666,0.5345345345345346,126,2,,False,False,1,traditional,318,train
high_quality_00881,14840,high_quality,cubicasa5k,data/processed/images/high_quality_00881_14840.png,../data/cubicasa5k/high_quality/14840/F1_original.png,Modern compact 2-room apartment with balcony,512,512,493,498,0.9899598393574296,120,2,,True,False,1,modern,306,train
high_quality_00884,11704,high_quality,cubicasa5k,data/processed/images/high_quality_00884_11704.png,../data/cubicasa5k/high_quality/11704/F1_original.png,Traditional 4-room apartment with garage,512,512,842,1158,0.7271157167530224,391,4,,False,True,1,traditional,616,train
high_quality_00885,13261,high_quality,cubicasa5k,data/processed/images/high_quality_00885_13261.png,../data/cubicasa5k/high_quality/13261/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,541,680,0.7955882352941176,92,2,,True,True,1,traditional,264,train
high_quality_00889,918,high_quality,cubicasa5k,data/processed/images/high_quality_00889_918.png,../data/cubicasa5k/high_quality/918/F1_original.png,Traditional 4-room apartment with garage,512,512,605,428,1.4135514018691588,133,4,,False,True,1,traditional,600,train
high_quality_00890,1448,high_quality,cubicasa5k,data/processed/images/high_quality_00890_1448.png,../data/cubicasa5k/high_quality/1448/F1_original.png,Traditional compact 2-room apartment,512,512,1109,687,1.6142649199417758,185,2,,False,False,1,traditional,248,train
high_quality_00891,9417,high_quality,cubicasa5k,data/processed/images/high_quality_00891_9417.png,../data/cubicasa5k/high_quality/9417/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,382,364,1.0494505494505495,42,2,,True,False,1,contemporary,398,train
high_quality_00893,14679,high_quality,cubicasa5k,data/processed/images/high_quality_00893_14679.png,../data/cubicasa5k/high_quality/14679/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,823,531,1.5499058380414312,31,2,,True,False,1,traditional,288,train
high_quality_00895,10676,high_quality,cubicasa5k,data/processed/images/high_quality_00895_10676.png,../data/cubicasa5k/high_quality/10676/F1_original.png,Modern spacious 6-room house with balcony,512,512,2742,1813,1.5124103695532267,1620,6,,True,False,1,modern,1176,train
high_quality_00896,177,high_quality,cubicasa5k,data/processed/images/high_quality_00896_177.png,../data/cubicasa5k/high_quality/177/F1_original.png,Contemporary 4-room apartment with garage,512,512,518,498,1.0401606425702812,70,4,,False,True,1,contemporary,524,train
high_quality_00897,11902,high_quality,cubicasa5k,data/processed/images/high_quality_00897_11902.png,../data/cubicasa5k/high_quality/11902/F1_original.png,Modern spacious 6-room house,512,512,1071,501,2.1377245508982035,413,6,,False,False,1,modern,930,train
high_quality_00902,5024,high_quality,cubicasa5k,data/processed/images/high_quality_00902_5024.png,../data/cubicasa5k/high_quality/5024/F1_original.png,Traditional compact 2-room apartment,512,512,694,439,1.580865603644647,112,2,,False,False,1,traditional,306,train
high_quality_00904,5686,high_quality,cubicasa5k,data/processed/images/high_quality_00904_5686.png,../data/cubicasa5k/high_quality/5686/F1_original.png,Modern compact 2-room apartment,512,512,826,791,1.0442477876106195,122,2,,False,False,1,modern,398,train
high_quality_00905,12126,high_quality,cubicasa5k,data/processed/images/high_quality_00905_12126.png,../data/cubicasa5k/high_quality/12126/F1_original.png,Modern compact 2-room apartment with garage,512,512,704,576,1.2222222222222223,227,2,,False,True,1,modern,340,train
high_quality_00908,717,high_quality,cubicasa5k,data/processed/images/high_quality_00908_717.png,../data/cubicasa5k/high_quality/717/F1_original.png,Traditional compact 2-room apartment,512,512,567,587,0.9659284497444632,79,2,,False,False,1,traditional,310,train
high_quality_00909,3920,high_quality,cubicasa5k,data/processed/images/high_quality_00909_3920.png,../data/cubicasa5k/high_quality/3920/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,448,501,0.8942115768463074,72,2,,False,True,1,contemporary,264,train
high_quality_00911,4796,high_quality,cubicasa5k,data/processed/images/high_quality_00911_4796.png,../data/cubicasa5k/high_quality/4796/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,859,1391,0.6175413371675054,267,2,,False,True,1,contemporary,346,train
high_quality_00912,11553,high_quality,cubicasa5k,data/processed/images/high_quality_00912_11553.png,../data/cubicasa5k/high_quality/11553/F1_original.png,Contemporary compact 2-room apartment,512,512,366,525,0.6971428571428572,71,2,,False,False,1,contemporary,294,train
high_quality_00919,13693,high_quality,cubicasa5k,data/processed/images/high_quality_00919_13693.png,../data/cubicasa5k/high_quality/13693/F1_original.png,Modern compact 2-room apartment with garage,512,512,547,551,0.9927404718693283,99,2,,False,True,1,modern,340,train
high_quality_00920,1025,high_quality,cubicasa5k,data/processed/images/high_quality_00920_1025.png,../data/cubicasa5k/high_quality/1025/F1_original.png,Modern 4-room apartment,512,512,754,706,1.0679886685552409,384,4,,False,False,1,modern,600,train
high_quality_00922,14026,high_quality,cubicasa5k,data/processed/images/high_quality_00922_14026.png,../data/cubicasa5k/high_quality/14026/F1_original.png,Contemporary compact 2-room apartment,512,512,1019,618,1.6488673139158576,283,2,,False,False,1,contemporary,306,train
high_quality_00924,6690,high_quality,cubicasa5k,data/processed/images/high_quality_00924_6690.png,../data/cubicasa5k/high_quality/6690/F1_original.png,Traditional compact 2-room apartment,512,512,592,840,0.7047619047619048,119,2,,False,False,1,traditional,294,train
high_quality_00927,13294,high_quality,cubicasa5k,data/processed/images/high_quality_00927_13294.png,../data/cubicasa5k/high_quality/13294/F1_original.png,Traditional compact 2-room apartment with garage,512,512,456,412,1.1067961165048543,105,2,,False,True,1,traditional,392,train
high_quality_00928,3147,high_quality,cubicasa5k,data/processed/images/high_quality_00928_3147.png,../data/cubicasa5k/high_quality/3147/F1_original.png,Contemporary compact 2-room apartment,512,512,1060,751,1.411451398135819,244,2,,False,False,1,contemporary,318,train
high_quality_00930,14846,high_quality,cubicasa5k,data/processed/images/high_quality_00930_14846.png,../data/cubicasa5k/high_quality/14846/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,495,490,1.010204081632653,90,2,,True,True,1,traditional,304,train
high_quality_00931,8590,high_quality,cubicasa5k,data/processed/images/high_quality_00931_8590.png,../data/cubicasa5k/high_quality/8590/F1_original.png,Traditional compact 2-room apartment with garage,512,512,680,407,1.6707616707616708,62,2,,False,True,1,traditional,398,train
high_quality_00935,2059,high_quality,cubicasa5k,data/processed/images/high_quality_00935_2059.png,../data/cubicasa5k/high_quality/2059/F1_original.png,Modern compact 2-room apartment with balcony,512,512,443,354,1.2514124293785311,56,2,,True,False,1,modern,316,train
high_quality_00936,1245,high_quality,cubicasa5k,data/processed/images/high_quality_00936_1245.png,../data/cubicasa5k/high_quality/1245/F1_original.png,Traditional compact 2-room apartment,512,512,637,741,0.8596491228070176,39,2,,False,False,1,traditional,254,train
high_quality_00937,3512,high_quality,cubicasa5k,data/processed/images/high_quality_00937_3512.png,../data/cubicasa5k/high_quality/3512/F1_original.png,Traditional 4-room apartment,512,512,600,450,1.3333333333333333,92,4,,False,False,1,traditional,684,train
high_quality_00938,10282,high_quality,cubicasa5k,data/processed/images/high_quality_00938_10282.png,../data/cubicasa5k/high_quality/10282/F1_original.png,Contemporary compact 2-room apartment,512,512,375,883,0.4246885617214043,179,2,,False,False,1,contemporary,246,train
high_quality_00939,7522,high_quality,cubicasa5k,data/processed/images/high_quality_00939_7522.png,../data/cubicasa5k/high_quality/7522/F1_original.png,Traditional compact 2-room apartment,512,512,862,697,1.236728837876614,205,2,,False,False,1,traditional,346,train
high_quality_00941,14848,high_quality,cubicasa5k,data/processed/images/high_quality_00941_14848.png,../data/cubicasa5k/high_quality/14848/F1_original.png,Contemporary compact 2-room apartment,512,512,869,652,1.3328220858895703,84,2,,False,False,1,contemporary,296,train
high_quality_00943,4708,high_quality,cubicasa5k,data/processed/images/high_quality_00943_4708.png,../data/cubicasa5k/high_quality/4708/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,675,525,1.2857142857142858,127,2,,True,True,1,modern,382,train
high_quality_00944,570,high_quality,cubicasa5k,data/processed/images/high_quality_00944_570.png,../data/cubicasa5k/high_quality/570/F1_original.png,Modern compact 2-room apartment,512,512,889,922,0.9642082429501084,194,2,,False,False,1,modern,306,train
high_quality_00946,5078,high_quality,cubicasa5k,data/processed/images/high_quality_00946_5078.png,../data/cubicasa5k/high_quality/5078/F1_original.png,Contemporary compact 2-room apartment,512,512,624,965,0.6466321243523316,75,2,,False,False,1,contemporary,318,train
high_quality_00947,5616,high_quality,cubicasa5k,data/processed/images/high_quality_00947_5616.png,../data/cubicasa5k/high_quality/5616/F1_original.png,Modern 4-room apartment,512,512,2730,2048,1.3330078125,343,4,,False,False,1,modern,612,train
high_quality_00948,13064,high_quality,cubicasa5k,data/processed/images/high_quality_00948_13064.png,../data/cubicasa5k/high_quality/13064/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,781,552,1.414855072463768,168,2,,True,False,1,traditional,360,train
high_quality_00950,910,high_quality,cubicasa5k,data/processed/images/high_quality_00950_910.png,../data/cubicasa5k/high_quality/910/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,681,362,1.8812154696132597,132,2,,False,True,1,contemporary,270,train
high_quality_00953,10615,high_quality,cubicasa5k,data/processed/images/high_quality_00953_10615.png,../data/cubicasa5k/high_quality/10615/F1_original.png,Modern compact 2-room apartment,512,512,1086,596,1.8221476510067112,246,2,,False,False,1,modern,276,train
high_quality_00955,13090,high_quality,cubicasa5k,data/processed/images/high_quality_00955_13090.png,../data/cubicasa5k/high_quality/13090/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,1746,1920,0.909375,250,2,,True,True,1,modern,254,train
high_quality_00960,11555,high_quality,cubicasa5k,data/processed/images/high_quality_00960_11555.png,../data/cubicasa5k/high_quality/11555/F1_original.png,Modern compact 2-room apartment,512,512,1112,834,1.3333333333333333,99,2,,False,False,1,modern,322,train
high_quality_00962,11131,high_quality,cubicasa5k,data/processed/images/high_quality_00962_11131.png,../data/cubicasa5k/high_quality/11131/F1_original.png,Traditional compact 2-room apartment with garage,512,512,1131,658,1.7188449848024316,371,2,,False,True,1,traditional,328,train
high_quality_00965,4936,high_quality,cubicasa5k,data/processed/images/high_quality_00965_4936.png,../data/cubicasa5k/high_quality/4936/F1_original.png,Traditional compact 2-room apartment,512,512,746,518,1.4401544401544402,74,2,,False,False,1,traditional,392,train
high_quality_00966,13008,high_quality,cubicasa5k,data/processed/images/high_quality_00966_13008.png,../data/cubicasa5k/high_quality/13008/F1_original.png,Contemporary compact 2-room apartment,512,512,434,307,1.4136807817589576,73,2,,False,False,1,contemporary,274,train
high_quality_00968,13695,high_quality,cubicasa5k,data/processed/images/high_quality_00968_13695.png,../data/cubicasa5k/high_quality/13695/F1_original.png,Modern compact 2-room apartment with balcony,512,512,567,534,1.0617977528089888,144,2,,True,False,1,modern,244,train
high_quality_00973,11760,high_quality,cubicasa5k,data/processed/images/high_quality_00973_11760.png,../data/cubicasa5k/high_quality/11760/F1_original.png,Traditional compact 2-room apartment with garage,512,512,620,513,1.2085769980506822,110,2,,False,True,1,traditional,266,train
high_quality_00974,9247,high_quality,cubicasa5k,data/processed/images/high_quality_00974_9247.png,../data/cubicasa5k/high_quality/9247/F1_original.png,Traditional compact 2-room apartment with garage,512,512,579,434,1.334101382488479,69,2,,False,True,1,traditional,268,train
high_quality_00978,20223,high_quality,cubicasa5k,data/processed/images/high_quality_00978_20223.png,../data/cubicasa5k/high_quality/20223/F1_original.png,Traditional compact 2-room apartment with garage,512,512,700,640,1.09375,130,2,,False,True,1,traditional,346,train
high_quality_00980,20011,high_quality,cubicasa5k,data/processed/images/high_quality_00980_20011.png,../data/cubicasa5k/high_quality/20011/F1_original.png,Contemporary compact 2-room apartment with balcony and garage,512,512,872,606,1.438943894389439,240,2,,True,True,1,contemporary,366,train
high_quality_00981,8508,high_quality,cubicasa5k,data/processed/images/high_quality_00981_8508.png,../data/cubicasa5k/high_quality/8508/F1_original.png,Contemporary 4-room apartment with garage,512,512,4345,3137,1.385081287854638,717,4,,False,True,1,contemporary,744,train
high_quality_00983,8530,high_quality,cubicasa5k,data/processed/images/high_quality_00983_8530.png,../data/cubicasa5k/high_quality/8530/F1_original.png,Traditional compact 2-room apartment with garage,512,512,610,493,1.2373225152129816,139,2,,False,True,1,traditional,362,train
high_quality_00985,9416,high_quality,cubicasa5k,data/processed/images/high_quality_00985_9416.png,../data/cubicasa5k/high_quality/9416/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,768,768,1.0,54,2,,True,True,1,traditional,366,train
high_quality_00986,8392,high_quality,cubicasa5k,data/processed/images/high_quality_00986_8392.png,../data/cubicasa5k/high_quality/8392/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,512,384,1.3333333333333333,54,2,,False,True,1,contemporary,258,train
high_quality_00987,11107,high_quality,cubicasa5k,data/processed/images/high_quality_00987_11107.png,../data/cubicasa5k/high_quality/11107/F1_original.png,Contemporary compact 2-room apartment,512,512,1025,686,1.4941690962099126,346,2,,False,False,1,contemporary,298,train
high_quality_00989,7547,high_quality,cubicasa5k,data/processed/images/high_quality_00989_7547.png,../data/cubicasa5k/high_quality/7547/F1_original.png,Contemporary compact 2-room apartment,512,512,509,584,0.8715753424657534,145,2,,False,False,1,contemporary,314,train
high_quality_00990,11751,high_quality,cubicasa5k,data/processed/images/high_quality_00990_11751.png,../data/cubicasa5k/high_quality/11751/F1_original.png,Modern compact 2-room apartment with balcony,512,512,423,616,0.6866883116883117,57,2,,True,False,1,modern,268,train
high_quality_00991,1644,high_quality,cubicasa5k,data/processed/images/high_quality_00991_1644.png,../data/cubicasa5k/high_quality/1644/F1_original.png,Modern compact 2-room apartment,512,512,611,465,1.313978494623656,125,2,,False,False,1,modern,242,train
high_quality_architectural_00000,1855,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00000_1855.png,../data/cubicasa5k/high_quality_architectural/1855/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,410,518,0.7915057915057915,73,2,,False,False,1,traditional,324,train
high_quality_architectural_00001,797,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00001_797.png,../data/cubicasa5k/high_quality_architectural/797/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,729,678,1.075221238938053,94,2,,False,True,1,contemporary,308,train
high_quality_architectural_00002,12967,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00002_12967.png,../data/cubicasa5k/high_quality_architectural/12967/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,3507,4960,0.7070564516129032,1878,2,,True,False,1,contemporary,286,train
high_quality_architectural_00004,13419,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00004_13419.png,../data/cubicasa5k/high_quality_architectural/13419/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,894,458,1.9519650655021832,196,2,,False,False,1,modern,346,train
high_quality_architectural_00005,763,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00005_763.png,../data/cubicasa5k/high_quality_architectural/763/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,1829,1757,1.0409789413773478,768,4,,False,True,1,modern,544,train
high_quality_architectural_00007,551,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00007_551.png,../data/cubicasa5k/high_quality_architectural/551/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,1285,763,1.6841415465268676,802,2,,True,True,1,contemporary,352,train
high_quality_architectural_00012,1432,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00012_1432.png,../data/cubicasa5k/high_quality_architectural/1432/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,852,569,1.4973637961335675,251,2,,False,True,1,traditional,386,train
high_quality_architectural_00013,2085,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00013_2085.png,../data/cubicasa5k/high_quality_architectural/2085/F1_original.png,Traditional 4-room apartment (architectural quality),512,512,600,536,1.1194029850746268,149,4,,False,False,1,traditional,652,train
high_quality_architectural_00015,14293,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00015_14293.png,../data/cubicasa5k/high_quality_architectural/14293/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,1109,919,1.2067464635473342,870,2,,False,False,1,modern,328,train
high_quality_architectural_00016,6041,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00016_6041.png,../data/cubicasa5k/high_quality_architectural/6041/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,606,425,1.4258823529411764,237,2,,False,False,1,modern,382,train
high_quality_architectural_00017,6273,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00017_6273.png,../data/cubicasa5k/high_quality_architectural/6273/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,744,538,1.382899628252788,455,2,,False,False,1,contemporary,280,train
high_quality_architectural_00018,13284,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00018_13284.png,../data/cubicasa5k/high_quality_architectural/13284/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,680,812,0.8374384236453202,382,2,,True,False,1,modern,282,train
high_quality_architectural_00020,10401,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00020_10401.png,../data/cubicasa5k/high_quality_architectural/10401/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,415,745,0.5570469798657718,345,2,,False,False,1,modern,380,train
high_quality_architectural_00021,4524,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00021_4524.png,../data/cubicasa5k/high_quality_architectural/4524/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,1130,1651,0.6844336765596608,647,2,,False,False,1,contemporary,260,train
high_quality_architectural_00022,14869,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00022_14869.png,../data/cubicasa5k/high_quality_architectural/14869/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,658,356,1.848314606741573,131,2,,False,False,1,modern,262,train
high_quality_architectural_00023,7731,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00023_7731.png,../data/cubicasa5k/high_quality_architectural/7731/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,1260,727,1.7331499312242091,616,4,,False,True,1,contemporary,732,train
high_quality_architectural_00024,13614,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00024_13614.png,../data/cubicasa5k/high_quality_architectural/13614/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,864,885,0.976271186440678,517,2,,True,False,1,modern,344,train
high_quality_architectural_00025,5066,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00025_5066.png,../data/cubicasa5k/high_quality_architectural/5066/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,595,315,1.8888888888888888,114,2,,False,False,1,traditional,394,train
high_quality_architectural_00027,14409,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00027_14409.png,../data/cubicasa5k/high_quality_architectural/14409/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,367,324,1.132716049382716,51,2,,False,False,1,contemporary,332,train
high_quality_architectural_00028,11947,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00028_11947.png,../data/cubicasa5k/high_quality_architectural/11947/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,479,502,0.954183266932271,171,2,,False,False,1,contemporary,324,train
high_quality_architectural_00029,8741,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00029_8741.png,../data/cubicasa5k/high_quality_architectural/8741/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,849,1766,0.4807474518686296,194,2,,False,True,1,traditional,332,train
high_quality_architectural_00031,4944,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00031_4944.png,../data/cubicasa5k/high_quality_architectural/4944/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,604,577,1.0467937608318891,236,4,,False,True,1,modern,628,train
high_quality_architectural_00035,14099,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00035_14099.png,../data/cubicasa5k/high_quality_architectural/14099/F1_original.png,Contemporary spacious 6-room house with garage (architectural quality),512,512,1305,874,1.4931350114416475,761,6,,False,True,1,contemporary,864,train
high_quality_architectural_00036,1852,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00036_1852.png,../data/cubicasa5k/high_quality_architectural/1852/F1_original.png,Traditional spacious 6-room house (architectural quality),512,512,1374,1058,1.2986767485822306,579,6,,False,False,1,traditional,750,train
high_quality_architectural_00037,790,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00037_790.png,../data/cubicasa5k/high_quality_architectural/790/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,1173,808,1.4517326732673268,629,2,,False,False,1,traditional,270,train
high_quality_architectural_00038,11376,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00038_11376.png,../data/cubicasa5k/high_quality_architectural/11376/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,717,530,1.352830188679245,79,2,,False,True,1,contemporary,390,train
high_quality_architectural_00039,931,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00039_931.png,../data/cubicasa5k/high_quality_architectural/931/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,617,593,1.0404721753794266,558,2,,False,True,1,contemporary,240,train
high_quality_architectural_00040,10096,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00040_10096.png,../data/cubicasa5k/high_quality_architectural/10096/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,443,503,0.8807157057654076,29,2,,False,False,1,modern,388,train
high_quality_architectural_00042,14436,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00042_14436.png,../data/cubicasa5k/high_quality_architectural/14436/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,329,649,0.5069337442218799,61,2,,False,False,1,contemporary,338,train
high_quality_architectural_00044,11978,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00044_11978.png,../data/cubicasa5k/high_quality_architectural/11978/F1_original.png,Contemporary 4-room apartment with balcony (architectural quality),512,512,1178,768,1.5338541666666667,258,4,,True,False,1,contemporary,604,train
high_quality_architectural_00046,13277,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00046_13277.png,../data/cubicasa5k/high_quality_architectural/13277/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,288,312,0.9230769230769232,74,2,,True,False,1,contemporary,370,train
high_quality_architectural_00051,92,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00051_92.png,../data/cubicasa5k/high_quality_architectural/92/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,628,494,1.271255060728745,149,2,,False,False,1,traditional,386,train
high_quality_architectural_00054,1051,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00054_1051.png,../data/cubicasa5k/high_quality_architectural/1051/F1_original.png,Modern 4-room apartment with balcony (architectural quality),512,512,2257,1207,1.8699254349627177,1356,4,,True,False,1,modern,508,train
high_quality_architectural_00055,4523,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00055_4523.png,../data/cubicasa5k/high_quality_architectural/4523/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,802,773,1.03751617076326,297,2,,False,True,1,modern,312,train
high_quality_architectural_00058,3534,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00058_3534.png,../data/cubicasa5k/high_quality_architectural/3534/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,380,540,0.7037037037037037,97,2,,False,False,1,traditional,382,train
